"issueId";0;"issueTypeCode"
1085900;"R_4F03";"D_4F01"
1086317;"O_CO06";"O_CO06"
1088149;"D_4F01";"D_4F01"
1088151;"D_4F01";"D_4F01"
1099879;"D_4F01";"D_4F01"
1102421;"D_4F01";"D_4F01"
1103044;"D_4F01";"D_4F01"
1103394;"O_CR01";"O_CR01"
1103400;"O_CR01";"O_CR01"
1103542;"O_CO06";"O_CO06"
1103602;"D_4F01";"D_4F01"
1104518;"O_CO06";"O_CO06"
1104738;"O_CO01";"O_CO01"
1104739;"O_CO01";"O_CO01"
1105204;"O_HU01";"O_HU02"
1105885;"O_CR11";"R_4F09"
1106735;"O_CO03";"O_CO03"
1106814;"O_CR01";"O_CR01"
1106870;"O_CR01";"O_CR01"
1106875;"O_CR01";"O_CR01"
1107410;"O_CO08";"O_CO08"
1109259;"D_4F01";"D_4F01"
1111512;"O_CO08";"R_4F09"
1111832;"O_CR01";"O_CR01"
1111866;"O_CO08";"O_CO08"
1111933;"O_HU01";"O_HU01"
1112029;"O_CO02";"O_CO02"
1112553;"D_4F01";"D_4F01"
1112555;"D_4F01";"O_CR06"
1112563;"D_4F01";"O_CR06"
1112597;"O_CR12";"O_CR12"
1112878;"O_CO08";"O_CO08"
1115406;"O_CO03";"O_CO03"
1115470;"O_CR06";"O_CR06"
1116985;"O_CO08";"O_CO08"
1119425;"R_4F04";"R_4F04"
1119456;"S_CO01";"S_CO01"
1120127;"O_CR06";"O_CR06"
1120800;"S_CO01";"S_CO01"
1120879;"S_4F01";"O_CR09"
1121033;"O_CO03";"O_CO03"
1121227;"O_CR11";"O_CR09"
1122478;"O_CO06";"O_CO06"
1122481;"O_CO06";"O_CO06"
1123832;"D_4F01";"D_4F01"
1123835;"D_4F01";"D_4F01"
1126604;"O_CO08";"O_CO08"
1126835;"O_CR02";"O_CR07"
1127660;"R_4F09";"D_4F01"
1128224;"O_CO03";"O_CO03"
1128671;"O_CO02";"O_CO02"
1128949;"O_CO01";"O_CO01"
1135594;"O_CO02";"O_CO03"
1135597;"O_CO03";"O_CO02"
1135598;"O_CO02";"O_CO02"
1136967;"O_CO02";"O_CO03"
1137824;"O_CR01";"O_CO02"
1138101;"D_4F01";"D_4F01"
1138102;"D_4F01";"D_4F01"
1138103;"D_4F01";"D_4F01"
1140492;"D_4F01";"D_4F01"
1140570;"S_CO01";"S_CO02"
1141053;"R_4F07";"O_CR07"
1141113;"S_CO01";"S_CO01"
1141365;"O_CR01";"O_CR01"
1141372;"O_CR01";"O_CR01"
1141374;"O_CR01";"O_CR01"
1141375;"O_CR01";"O_CR01"
1141902;"D_4F01";"D_4F01"
1144993;"O_CO02";"O_CO02"
1147299;"O_CO06";"O_CO06"
1148220;"O_CR06";"O_CR12"
1151449;"D_4F01";"D_4F01"
1154586;"O_CO06";"O_CO06"
1154717;"O_CO08";"D_4F01"
1156501;"R_4F09";"D_4F01"
1156592;"D_4F01";"D_4F01"
1156640;"D_4F01";"D_4F01"
1157140;"O_CO03";"O_CO03"
1159818;"R_4F07";"D_4F01"
1160552;"S_CO01";"R_4F05"
1161703;"O_CO08";"O_CO02"
1161939;"D_4F01";"O_HU01"
1162445;"O_RE03";"O_RE03"
1162535;"R_4F09";"R_4F09"
1162594;"O_CO01";"O_CO01"
1163557;"D_4F01";"D_4F01"
1164208;"O_CR01";"O_CR01"
1164209;"O_CR01";"O_CR01"
1165201;"R_4F09";"R_4F09"
1165674;"O_CO08";"O_CO08"
1165756;"O_CR03";"R_4F09"
1165773;"D_4F01";"D_4F01"
1165812;"O_CO06";"O_CO06"
1165964;"O_CO06";"O_CO06"
1165966;"O_CO06";"O_CO06"
1166236;"O_CR01";"O_CR01"
1166421;"O_CO06";"O_CO06"
1167401;"R_4F07";"O_CR06"
1168567;"O_CR08";"R_4F09"
1168673;"O_CR06";"O_CO08"
1168700;"O_CR02";"O_CR02"
1168704;"O_CR02";"O_CR02"
1168705;"O_CR01";"O_CR02"
1168707;"O_CR09";"D_4F01"
1168735;"O_CR06";"O_CR06"
1168784;"O_CO04";"O_CO04"
1171109;"O_CO02";"O_CO03"
1171115;"O_CO02";"O_CO02"
1171123;"O_CO02";"O_CO02"
1171127;"O_CO03";"O_CO02"
1171512;"S_CO01";"O_CO04"
1171528;"D_4F01";"D_4F01"
1171631;"O_CR02";"D_4F01"
1171754;"O_CR01";"O_CR01"
1171755;"O_CR01";"O_CR01"
1171757;"O_CR01";"O_CR01"
1171865;"O_CO03";"O_CO03"
1171992;"O_CR02";"O_CR02"
1172138;"O_CR02";"O_CR02"
1172145;"D_4F01";"D_4F01"
1172189;"O_CR02";"O_CR02"
1172294;"O_CR02";"O_CR02"
1172339;"O_CR02";"O_CR02"
1172348;"O_CR02";"O_CR02"
1172379;"O_CR02";"O_CR02"
1172383;"O_CR02";"O_CR02"
1172389;"O_CR02";"O_CR02"
1172404;"O_CR02";"O_CR02"
1172409;"O_CR02";"O_CR02"
1172537;"O_CR02";"O_CR02"
1172557;"O_CR02";"O_CR02"
1172561;"O_CR02";"O_CR02"
1172565;"O_CR02";"O_CR02"
1172570;"O_CR02";"O_CR02"
1172572;"O_CR02";"O_CR02"
1172575;"O_CR02";"O_CR02"
1172578;"O_CR02";"O_CR02"
1172581;"O_CR02";"O_CR02"
1172606;"O_CR02";"O_CR02"
1172624;"O_CR02";"O_CR02"
1172631;"S_CO01";"O_CO07"
1173352;"O_CR02";"O_CR02"
1173365;"O_CR02";"O_CR02"
1173675;"O_CO02";"O_CO02"
1173681;"O_CR09";"O_CR09"
1174616;"O_CO03";"O_CO03"
1174690;"S_CO04";"S_CO04"
1174710;"O_CO08";"O_CO08"
1174891;"R_4F04";"R_4F05"
1174962;"O_CO03";"O_CO03"
1174964;"O_CO03";"O_CO03"
1175021;"O_CO03";"O_CO03"
1175027;"O_CO03";"O_CO02"
1175028;"O_CO03";"O_CO02"
1175029;"O_CO02";"O_CO02"
1175030;"O_CO02";"O_CO02"
1175036;"O_CO02";"O_CO02"
1175038;"O_CO02";"O_CO02"
1175039;"O_CO03";"O_CO02"
1175041;"O_CO02";"O_CO02"
1175042;"O_CO02";"O_CO02"
1175045;"O_CO02";"O_CO02"
1175081;"D_4F01";"D_4F01"
1175281;"O_CR02";"O_CR07"
1175336;"D_4F01";"D_4F01"
1175340;"D_4F01";"D_4F01"
1176182;"O_CO02";"O_CO02"
1176265;"O_CO08";"O_CO08"
1176269;"O_CR06";"O_CR06"
1176270;"D_4F01";"D_4F01"
1176324;"O_CO08";"D_4F01"
1176325;"O_CO08";"D_4F01"
1176502;"O_CR08";"D_4F01"
1176527;"D_4F01";"D_4F01"
1177138;"O_CO08";"O_CR09"
1177383;"R_4F09";"R_4F09"
1177991;"O_CO03";"O_CO03"
1178385;"O_CO01";"O_CO01"
1179006;"O_CO02";"O_CO03"
1179009;"O_CO02";"O_CO02"
1179027;"D_4F01";"D_4F01"
1179028;"D_4F01";"D_4F01"
1179344;"O_CO08";"O_CR07"
1179347;"O_CO08";"O_CO08"
1179349;"S_CO04";"S_CO04"
1179404;"O_CO08";"O_CO08"
1179440;"O_CR01";"O_CR12"
1179483;"O_CO08";"D_4F01"
1179498;"D_4F01";"O_CR08"
1179782;"D_4F01";"D_4F01"
1179836;"S_CO03";"S_CO01"
1179861;"O_CO08";"O_CO08"
1180482;"D_4F01";"D_4F01"
1181882;"O_CO08";"O_CO08"
1181979;"O_CR09";"D_4F01"
1182117;"O_CO06";"R_4F09"
1184126;"O_CO03";"O_CO02"
1184127;"O_CO02";"O_CO02"
1184173;"O_CR01";"O_CO01"
1184259;"D_4F01";"D_4F01"
1184458;"O_CR02";"O_CO08"
1184528;"O_CO08";"O_CO08"
1184533;"O_CO08";"O_CO08"
1184591;"O_CO08";"D_4F01"
1184600;"O_CO08";"D_4F01"
1184766;"S_RE01";"O_RE02"
1184902;"O_HU01";"O_HU01"
1185127;"O_CO08";"O_CO08"
1185457;"D_4F01";"D_4F01"
1185476;"D_4F01";"D_4F01"
1185497;"O_CR02";"O_CR08"
1185628;"D_4F01";"D_4F01"
1186422;"O_CR09";"O_CO08"
1186434;"O_CO06";"O_CO06"
1187556;"O_CR09";"O_CR09"
1187559;"O_CR09";"O_RE03"
1187570;"O_CR09";"O_CO06"
1187840;"O_CO02";"O_CO03"
1187844;"O_CO02";"O_CO03"
1187846;"O_CO02";"O_CO02"
1187847;"O_CO02";"O_CO02"
1187850;"O_CO02";"O_CO02"
1187852;"O_CO02";"O_CO02"
1187893;"D_4F01";"D_4F01"
1187895;"D_4F01";"D_4F01"
1188005;"D_4F01";"D_4F01"
1188265;"O_CR01";"D_4F01"
1188317;"O_CR06";"O_CR06"
1188374;"O_CO06";"O_CO06"
1188383;"O_CO06";"O_CO06"
1188616;"S_RE01";"S_CO02"
1188631;"O_CO06";"O_CO06"
1188760;"D_4F01";"D_4F01"
1188797;"D_4F01";"D_4F01"
1188934;"D_4F01";"D_4F01"
1189110;"O_CO06";"D_4F01"
1189194;"D_4F01";"O_CO08"
1190474;"O_CR07";"O_CR07"
1191340;"O_CR07";"O_CR07"
1191483;"O_CR06";"D_4F01"
1191498;"O_CR01";"O_CR01"
1191601;"O_CO04";"O_CO03"
1191621;"O_CR07";"R_4F07"
1191786;"D_4F01";"D_4F01"
1191828;"O_CO03";"O_CO03"
1191830;"O_CO03";"O_CO03"
1191834;"O_CO03";"O_CO03"
1191837;"O_CO02";"O_CO03"
1191838;"O_CO03";"O_CO03"
1191843;"O_CO03";"O_CO02"
1191844;"O_CO02";"O_CO02"
1191845;"O_CO03";"O_CO02"
1191853;"O_CR02";"O_CR07"
1192071;"O_CO02";"O_CO02"
1192098;"O_CR07";"O_CR02"
1192121;"O_CO02";"O_CO02"
1192122;"O_CO08";"O_CO08"
1192131;"O_CR09";"O_CR09"
1192135;"O_CO08";"O_CO08"
1192138;"O_CO07";"O_CO08"
1192163;"O_CO08";"O_CO08"
1192182;"O_CO08";"O_CO08"
1192442;"O_CO02";"O_CO02"
1192527;"R_4F09";"R_4F03"
1192718;"D_4F01";"O_CO08"
1192816;"O_CO03";"O_CO03"
1192851;"O_CO03";"O_CO03"
1192908;"O_CO07";"O_CO08"
1193005;"D_4F01";"D_4F01"
1193053;"D_4F01";"O_CR01"
1193166;"O_CO02";"O_CO02"
1193172;"O_CO02";"O_CO02"
1193182;"O_CO08";"O_CO08"
1193183;"O_RE03";"O_CO01"
1193184;"R_4F04";"R_4F04"
1193347;"R_4F04";"R_4F09"
1193929;"O_CO02";"O_CO02"
1194202;"D_4F01";"O_CO08"
1194218;"O_CO06";"O_CO06"
1194858;"O_CR01";"O_CR06"
1195108;"R_4F07";"O_CR02"
1195137;"O_CO03";"O_CO03"
1195249;"O_CR01";"O_CR01"
1195439;"O_CR09";"O_CR09"
1195442;"O_CR09";"O_CR09"
1195799;"O_CO02";"O_CO02"
1195821;"D_4F01";"D_4F01"
1196233;"O_RE03";"O_RE03"
1196648;"S_CO04";"S_CO04"
1196725;"S_CO01";"S_CO02"
1197228;"O_CO06";"D_4F01"
1197497;"O_CR09";"O_CR09"
1197687;"O_CO08";"D_4F01"
1197943;"R_4F07";"R_4F07"
1198755;"O_CO08";"O_CO08"
1199221;"O_HU01";"O_CO01"
1199658;"D_4F01";"D_4F01"
1199819;"D_4F01";"D_4F01"
1199872;"O_CO02";"O_CO03"
1199874;"O_CO02";"O_CO03"
1199878;"O_CO02";"O_CO02"
1199894;"D_4F01";"D_4F01"
1200140;"O_RE03";"O_CO01"
1200178;"O_CO03";"O_CO03"
1200190;"O_CO02";"O_CO04"
1200280;"D_4F01";"D_4F01"
1200283;"D_4F01";"O_CR06"
1200422;"S_CO03";"S_4F01"
1200424;"R_4F05";"S_CO01"
1202806;"D_4F01";"D_4F01"
1204087;"D_4F01";"O_CR06"
1204102;"O_RE03";"O_HU01"
1204374;"O_CO01";"O_CO01"
1204394;"D_4F01";"O_CO08"
1205690;"R_4F04";"R_4F09"
1206214;"R_4F09";"R_4F09"
1206358;"O_CR03";"O_CR03"
1206359;"O_CR03";"O_CR03"
1206483;"O_CO07";"O_CO01"
1206749;"O_CO02";"O_CO03"
1206750;"O_CO02";"O_CO02"
1206771;"D_4F01";"D_4F01"
1206773;"D_4F01";"D_4F01"
1207026;"O_CO08";"O_CO08"
1207028;"O_CO08";"O_CO08"
1207033;"O_CO04";"O_CR07"
1207092;"O_HU01";"O_HU01"
1207109;"D_4F01";"O_CO08"
1207115;"O_HU01";"O_HU01"
1207682;"R_4F05";"R_4F04"
1207799;"O_HU01";"O_HU01"
1207963;"O_CO03";"O_CO03"
1207978;"S_RE01";"R_4F05"
1208888;"O_CO06";"O_CO06"
1208890;"O_CO06";"O_CO06"
1209513;"D_4F01";"D_4F01"
1209514;"D_4F01";"D_4F01"
1209710;"O_CR06";"O_CR01"
1209980;"D_4F01";"D_4F01"
1210157;"O_CO02";"O_CO03"
1210159;"O_CO03";"O_CO03"
1210164;"O_CO03";"O_CO02"
1210167;"O_CO03";"O_CO02"
1210314;"D_4F01";"D_4F01"
1210315;"D_4F01";"D_4F01"
1210408;"D_4F01";"D_4F01"
1210621;"O_CO06";"O_CO06"
1210945;"D_4F01";"O_CO04"
1210991;"O_CO06";"D_4F01"
1211102;"O_CO06";"O_CO06"
1211172;"R_4F04";"S_CO01"
1211334;"D_4F01";"D_4F01"
1211521;"D_4F01";"D_4F01"
1211885;"S_CO04";"S_CO01"
1211913;"O_CO01";"O_CO01"
1212541;"O_CO04";"O_CO01"
1213011;"O_CR02";"O_CR07"
1213161;"O_CO04";"O_CO02"
1213460;"S_CO01";"S_CO01"
1213486;"O_CO01";"O_CR01"
1213675;"O_CO06";"D_4F01"
1213845;"O_CR01";"O_CR01"
1213911;"O_CR02";"D_4F01"
1213987;"O_CR02";"O_CO01"
1214121;"O_CR02";"O_CR02"
1214172;"O_CO02";"O_CO03"
1214173;"O_CO02";"O_CO03"
1214174;"O_CO02";"O_CO03"
1214176;"O_CO02";"O_CO03"
1214178;"O_CO02";"O_CO03"
1214181;"O_CO02";"O_CO02"
1214200;"D_4F01";"D_4F01"
1214201;"D_4F01";"D_4F01"
1214202;"D_4F01";"D_4F01"
1214497;"O_CO08";"O_CO08"
1214535;"R_4F09";"O_CO04"
1214551;"O_CO02";"O_CO02"
1214634;"O_CO02";"O_CO02"
1214881;"O_CO01";"R_4F03"
1215070;"S_CO03";"S_CO03"
1215222;"O_CO02";"O_CO02"
1215355;"O_CO03";"O_CO03"
1215503;"S_CO04";"S_CO04"
1216232;"D_4F01";"D_4F01"
1216312;"O_CO02";"O_CO02"
1216648;"O_CO02";"O_CO02"
1218201;"O_CO02";"O_CO02"
1218703;"S_CO01";"S_CO02"
1218722;"D_4F01";"D_4F01"
1219006;"O_CR07";"O_CR01"
1219409;"D_4F01";"D_4F01"
1219410;"D_4F01";"D_4F01"
1219411;"D_4F01";"D_4F01"
1219525;"O_CO08";"O_CR02"
1219538;"D_4F01";"D_4F01"
1219551;"D_4F01";"D_4F01"
1219555;"O_CR07";"O_CR08"
1219717;"O_CO03";"O_CO03"
1219745;"O_CO02";"O_CO02"
1219746;"O_CO03";"O_CO03"
1219751;"D_4F01";"D_4F01"
1219854;"O_CO02";"O_CO02"
1220164;"D_4F01";"D_4F01"
1220342;"O_CO06";"O_CO06"
1220374;"O_CR09";"O_CR09"
1220722;"O_CR07";"O_CO01"
1220812;"O_CR02";"O_CR02"
1220880;"O_CO03";"O_CO02"
1220881;"O_CO02";"O_CO02"
1220882;"O_CO03";"O_CO02"
1220893;"D_4F01";"D_4F01"
1220894;"D_4F01";"D_4F01"
1221028;"O_CO08";"O_CO08"
1221105;"O_CO01";"O_CO08"
1221144;"O_CO08";"O_CO08"
1221247;"D_4F01";"O_CO08"
1221433;"D_4F01";"D_4F01"
1221572;"O_CO06";"O_CO06"
1221617;"D_4F01";"D_4F01"
1221618;"D_4F01";"D_4F01"
1221619;"D_4F01";"D_4F01"
1221710;"S_CO01";"O_CR02"
1221727;"D_4F01";"D_4F01"
1221785;"O_CR09";"O_CO04"
1221881;"O_CO08";"O_CO03"
1222128;"O_CO08";"O_CO08"
1222215;"R_4F09";"R_4F07"
1222339;"O_CO02";"O_CO03"
1222340;"O_CO02";"O_CO02"
1222342;"O_CO02";"O_CO02"
1222345;"O_CO02";"O_CO02"
1222376;"D_4F01";"D_4F01"
1222377;"D_4F01";"D_4F01"
1222378;"D_4F01";"D_4F01"
1222751;"S_CO01";"S_CO01"
1222790;"O_CO06";"O_CO06"
1222791;"O_CO06";"O_CO06"
1222837;"O_RE03";"O_CO02"
1222914;"O_CO06";"O_CO06"
1223249;"O_HU01";"O_HU01"
1223254;"O_HU01";"O_HU01"
1223351;"R_4F04";"R_4F04"
1223377;"O_CO08";"O_CO08"
1223422;"O_HU01";"O_CR06"
1223469;"O_CR07";"O_CR02"
1223522;"O_CO04";"R_4F09"
1224095;"O_CO02";"O_CO03"
1224099;"O_CO02";"O_CO03"
1224102;"O_CO02";"O_CO02"
1224103;"O_CO02";"O_CO02"
1224105;"O_CO02";"O_CO02"
1224111;"O_CO02";"O_CO02"
1224127;"D_4F01";"D_4F01"
1224549;"S_CO01";"S_CO01"
1224792;"D_4F01";"D_4F01"
1224979;"O_CO06";"O_CO06"
1225036;"R_4F09";"R_4F09"
1225122;"D_4F01";"D_4F01"
1225139;"O_CR02";"O_CR06"
1225151;"O_CR01";"O_CR01"
1225161;"R_4F04";"S_CO01"
1225247;"O_CR06";"O_CR06"
1225249;"O_CO08";"O_CO08"
1225260;"O_CO01";"O_CO01"
1225264;"O_CR01";"O_CR06"
1225265;"O_CR01";"O_CR06"
1225399;"O_CO03";"O_CO03"
1225407;"O_CO02";"O_CO02"
1225412;"O_CO03";"O_CO02"
1225432;"D_4F01";"D_4F01"
1225433;"D_4F01";"D_4F01"
1226078;"O_CO02";"O_CO02"
1226244;"R_4F04";"R_4F04"
1226308;"S_CO03";"S_CO03"
1226324;"O_CO02";"O_CO02"
1226340;"O_CO03";"O_CO03"
1227074;"D_4F01";"D_4F01"
1227086;"O_CO03";"O_CO03"
1227097;"O_CO02";"O_CO02"
1227401;"R_4F09";"D_4F01"
1227828;"R_4F04";"R_4F04"
1228060;"O_HU01";"O_CR06"
1228473;"D_4F01";"D_4F01"
1228642;"O_CO02";"O_CO08"
1228698;"O_CO08";"O_CO08"
1231523;"O_CO06";"O_CO06"
1231576;"D_4F01";"D_4F01"
1231579;"D_4F01";"D_4F01"
1231962;"S_CO04";"S_CO02"
1231993;"O_CO03";"O_CO03"
1232119;"O_CO06";"O_CO06"
1232706;"O_CR02";"R_4F07"
1232712;"D_4F01";"D_4F01"
1232865;"S_CO03";"S_CO03"
1233041;"O_CO02";"O_CO02"
1234349;"O_CR08";"R_4F07"
1235148;"O_CO01";"D_4F01"
1236131;"D_4F01";"D_4F01"
1236132;"D_4F01";"D_4F01"
1236133;"D_4F01";"D_4F01"
1236248;"O_CO06";"O_CO06"
1236258;"O_CO06";"O_CO06"
1236387;"S_CO02";"S_CO02"
1236389;"O_RE03";"O_CR06"
1236390;"O_CO06";"O_CO06"
1236639;"O_CO06";"O_CO06"
1236724;"S_CO04";"S_CO04"
1236864;"O_CR06";"O_CO04"
1237085;"O_CO08";"O_CO08"
1237244;"O_CR06";"O_CR09"
1238086;"O_CO03";"O_CO03"
1240384;"O_CO02";"O_CO03"
1240386;"O_CO02";"O_CO03"
1240388;"O_CO02";"O_CO03"
1240389;"O_CO03";"O_CO03"
1240419;"D_4F01";"D_4F01"
1240420;"D_4F01";"D_4F01"
1240571;"O_CO08";"O_CO08"
1240795;"O_CR01";"O_CR01"
1240897;"D_4F01";"R_4F07"
1241086;"O_CO06";"O_CO06"
1241159;"S_RE01";"R_4F04"
1241173;"R_4F04";"R_4F04"
1241174;"R_4F04";"R_4F04"
1241189;"O_CR06";"O_CR11"
1241198;"O_CR06";"O_CR06"
1241210;"O_CO08";"O_CO02"
1241346;"D_4F01";"D_4F01"
1241365;"O_CR06";"O_CR11"
1241696;"S_CO04";"S_CO04"
1242360;"D_4F01";"D_4F01"
1242820;"O_CO02";"O_CO02"
1243357;"D_4F01";"S_CO04"
1243361;"D_4F01";"D_4F01"
1243363;"D_4F01";"D_4F01"
1243449;"D_4F01";"D_4F01"
1243450;"D_4F01";"D_4F01"
1243523;"D_4F01";"D_4F01"
1243713;"O_CO08";"O_CO08"
1243753;"D_4F01";"D_4F01"
1243754;"D_4F01";"D_4F01"
1245229;"O_CR01";"O_CR01"
1245231;"O_CR01";"O_CR01"
1245650;"O_CR01";"O_CR01"
1245651;"O_CR01";"O_CR01"
1245652;"O_CR01";"O_CR01"
1245750;"O_CR09";"O_CR09"
1246449;"O_CO02";"O_CO02"
1246524;"O_CR01";"O_CR06"
1246579;"O_CO02";"O_CO02"
1246657;"O_CO06";"O_CO06"
1246923;"S_CO04";"S_CO04"
1247126;"S_CO04";"S_CO04"
1247320;"O_HU01";"O_HU01"
1247322;"O_HU01";"O_HU01"
1247420;"O_HU01";"O_HU01"
1247514;"O_HU01";"O_HU01"
1247519;"O_HU01";"O_HU01"
1247520;"O_HU01";"O_HU01"
1247521;"O_HU01";"O_HU01"
1247525;"O_HU01";"O_HU01"
1247528;"O_HU01";"O_HU01"
1247530;"O_HU01";"O_HU01"
1247822;"O_CO08";"O_CO08"
1248065;"O_CO01";"O_CO01"
1248314;"D_4F01";"D_4F01"
1249424;"D_4F01";"D_4F01"
1249546;"O_CO04";"O_CO04"
1249746;"O_CO03";"O_CO03"
1250171;"D_4F01";"D_4F01"
1252115;"D_4F01";"O_CR06"
1252209;"R_4F04";"S_CO03"
1252578;"D_4F01";"O_HU01"
1252647;"O_CR09";"O_CO08"
1252652;"O_CR09";"O_CO01"
1252745;"O_CO01";"O_CO01"
1252956;"D_4F01";"D_4F01"
1252986;"D_4F01";"D_4F01"
1252988;"D_4F01";"D_4F01"
1252989;"D_4F01";"D_4F01"
1253123;"D_4F01";"O_CR07"
1253188;"O_CO08";"O_CO08"
1253289;"O_CR01";"O_CR01"
1253438;"R_4F09";"R_4F01"
1253585;"O_CO06";"O_CO06"
1253590;"O_CO06";"D_4F01"
1253593;"S_CO01";"R_4F05"
1253963;"R_4F09";"O_CO06"
1254453;"O_CO08";"O_CO04"
1254852;"S_RE01";"M_4F01"
1255427;"S_CO01";"R_4F03"
1255593;"O_CO03";"O_CO03"
1256276;"O_CO08";"O_CO08"
1256360;"O_CR01";"O_CR01"
1256435;"O_CR06";"O_HU03"
1256499;"O_CO08";"O_CR07"
1256547;"D_4F01";"D_4F01"
1256549;"D_4F01";"D_4F01"
1256702;"O_CR02";"D_4F01"
1256715;"D_4F01";"D_4F01"
1256716;"D_4F01";"D_4F01"
1256717;"D_4F01";"D_4F01"
1256762;"D_4F01";"D_4F01"
1256811;"O_CR02";"O_CR02"
1256830;"R_4F09";"D_4F01"
1256853;"O_CR02";"O_CR02"
1256913;"O_CO02";"D_4F01"
1256933;"O_CR02";"O_CR06"
1257371;"O_CR02";"O_CR02"
1257478;"O_CO06";"O_CO06"
1258718;"D_4F01";"D_4F01"
1258732;"O_CO06";"O_CO06"
1258891;"D_4F01";"D_4F01"
1259094;"O_CO06";"O_CO06"
1259136;"O_CR09";"O_CR09"
1259736;"O_CO06";"O_CO06"
1259808;"O_CO06";"O_CO06"
1259875;"O_CO03";"O_CO03"
1259913;"D_4F01";"D_4F01"
1260023;"S_CO04";"R_4F09"
1260052;"D_4F01";"D_4F01"
1260594;"O_CR01";"D_4F01"
1260811;"O_CO02";"O_CO02"
1260814;"O_CR02";"O_CO04"
1261061;"O_CR01";"O_CR01"
1261191;"S_CO04";"R_4F09"
1261437;"O_CO01";"O_CO01"
1261551;"O_CO01";"O_CR01"
1262386;"O_CO08";"O_CO08"
1266042;"O_CO06";"O_CO06"
1266046;"R_4F09";"O_CO04"
1266060;"O_CR01";"O_CR01"
1266061;"O_CR01";"O_CR01"
1266400;"O_CO01";"O_CO01"
1266439;"O_CO08";"O_CO08"
1266452;"O_CO01";"O_CO01"
1266456;"O_CO04";"O_CO04"
1266459;"O_CO01";"O_CO01"
1266530;"R_4F07";"O_CR07"
1266573;"O_CO08";"M_4F03"
1266866;"D_4F01";"D_4F01"
1268017;"O_CR02";"S_CO01"
1268052;"O_CO08";"O_CO08"
1268170;"O_CO03";"O_CO03"
1268180;"O_CO03";"O_CR06"
1268292;"O_CR02";"O_CR02"
1268293;"O_CO08";"D_4F01"
1268450;"O_CO03";"O_CO03"
1268567;"O_CO02";"O_CO02"
1268586;"O_CO02";"O_CO02"
1268589;"O_HU01";"O_HU01"
1268881;"O_HU01";"O_HU01"
1269002;"D_4F01";"D_4F01"
1269008;"O_CO08";"O_CO08"
1269012;"O_CO02";"O_CO02"
1269346;"O_CO03";"O_CO03"
1269467;"O_CO03";"O_CO03"
1269620;"O_CO02";"O_CO02"
1269636;"O_CR02";"O_CR03"
1270114;"O_RE03";"O_HU02"
1270130;"D_4F01";"O_CR08"
1270666;"O_CO08";"O_CO01"
1270668;"O_CR01";"O_CO01"
1270687;"D_4F01";"R_4F09"
1270701;"D_4F01";"D_4F01"
1271194;"O_CR02";"O_CR02"
1271219;"O_CR06";"O_CR06"
1271238;"D_4F01";"D_4F01"
1271292;"S_CO03";"S_CO03"
1271530;"D_4F01";"D_4F01"
1271630;"O_CO01";"O_CO08"
1273119;"O_CO06";"O_CO06"
1273905;"O_CO03";"O_CO03"
1273926;"O_CO02";"O_CO03"
1274318;"O_CO06";"O_CO06"
1274375;"D_4F01";"D_4F01"
1274870;"D_4F01";"D_4F01"
1275597;"O_CO06";"O_CO06"
1277716;"O_CO06";"O_CO06"
1277954;"O_CO01";"O_CO01"
1278083;"O_CO01";"O_CO01"
1278307;"O_CO03";"O_CO03"
1278526;"O_CO06";"O_CO06"
1278527;"O_CO06";"O_CO06"
1278572;"O_CR01";"O_CR01"
1278574;"O_CR01";"O_CR01"
1278663;"R_4F09";"S_CO04"
1278834;"O_CO06";"O_CO06"
1279065;"D_4F01";"D_4F01"
1279067;"D_4F01";"D_4F01"
1279635;"O_RE03";"O_RE03"
1279769;"S_CO04";"S_CO04"
1279838;"D_4F01";"O_CR06"
1279841;"D_4F01";"D_4F01"
1279968;"D_4F01";"O_CO08"
1280441;"O_HU01";"O_CR06"
1280595;"O_HU01";"O_CR06"
1281409;"R_4F09";"O_CR02"
1281469;"O_CR06";"O_CR11"
1281601;"S_CO02";"S_CO02"
1281617;"O_CR01";"O_CR01"
1281793;"O_CO02";"O_CO03"
1281795;"O_CO02";"O_CO03"
1281997;"O_CO02";"O_CO03"
1281999;"O_CO02";"O_CO03"
1282003;"O_CO02";"O_CO02"
1282109;"D_4F01";"D_4F01"
1282532;"O_CO08";"D_4F01"
1282584;"O_CO02";"O_CO02"
1282589;"D_4F01";"D_4F01"
1282730;"O_CO06";"O_CO06"
1286796;"D_4F01";"O_CR07"
1287503;"O_CO01";"O_HU02"
1288687;"R_4F08";"R_4F08"
1288841;"D_4F01";"O_CR07"
1288901;"O_CR01";"O_CR01"
1288902;"O_CR01";"O_CR01"
1288903;"O_CR01";"O_CR01"
1288904;"O_CR01";"O_CR01"
1288967;"O_CO08";"O_CO08"
1288968;"O_CO08";"O_CO08"
1288973;"O_CO06";"O_CO06"
1289082;"D_4F01";"D_4F01"
1289083;"O_RE02";"S_CO04"
1289239;"O_CO06";"O_CO06"
1289370;"O_CO03";"O_CO02"
1289373;"O_CO03";"O_CO02"
1289482;"D_4F01";"D_4F01"
1289805;"O_CO01";"O_CO03"
1289835;"S_RE01";"S_RE01"
1289840;"O_HU01";"O_HU01"
1289993;"R_4F04";"S_CO02"
1290001;"S_CO04";"R_4F09"
1290135;"O_CO02";"O_CO02"
